Year,Units,Официальная помощь для развития,Value
2015,млн.долларов США,Казахстан-получатель (валовый),4.265647
2016,млн.долларов США,Казахстан-получатель (валовый),6.449895
2017,млн.долларов США,Казахстан-получатель (валовый),11.380076
2015,млн.долларов США,Казахстан-донор (валовый),0.044881
2015,млн.долларов США,Казахстан-получатель (чистый),4.265466069691995
2016,млн.долларов США,Казахстан-получатель (чистый),6.446885521342071
2017,млн.долларов США,Казахстан-получатель (чистый),10.776392015417521
2015,млн.долларов США,Казахстан-донор (чистый),0.0448810323664322
