Year,Units,Официальная помощь для развития,Value
2015,млн.долларов США,Казахстан-получатель,4429.69078324111
2016,млн.долларов США,Казахстан-получатель,419.480501109496
2017,млн.долларов США,Казахстан-получатель,-3835.71809166285
2015,млн.долларов США,Казахстан-донор,42.96085597
2016,млн.долларов США,Казахстан-донор,30.83170630314192
2017,млн.долларов США,Казахстан-донор,35.23269085394541
