Year,Units,Value
2010,процент,18.41463344556467
2011,процент,18.891244002423633
2012,процент,18.1909864759323
2013,процент,19.323264914593533
2014,процент,18.55172612091414
2015,процент,19.981574480183674
2016,процент,19.833523265845937
2017,процент,17.59057676570408
2018,процент,23.4
