Year,Units,Вид собственности,Регионы,GeoCode,Value
2011,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,31028357.0
2012,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,31892577.0
2013,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,26932561.0
2014,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,42374195.0
2015,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,21356643.0
2016,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,26585820.0
2017,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,43954677.0
2018,тыс.тенге,по государственным предприятиям и организациям,Костанайская,KZ13,59792194.0
2010,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,75611438.0
2011,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,82569194.0
2012,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,69467737.0
2013,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,90719888.0
2014,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,75732198.0
2015,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,54808099.0
2016,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,67675868.0
2017,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,51305208.0
2018,тыс.тенге,по государственным предприятиям и организациям,Кызылординская,KZ14,60098119.0
2010,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,48847386.0
2011,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,51987752.0
2012,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,40640607.0
2013,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,38402558.0
2014,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,55844915.0
2015,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,41359678.0
2016,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,54275915.0
2017,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,41437482.0
2018,тыс.тенге,по государственным предприятиям и организациям,Мангистауская,KZ09,45733580.0
2010,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,92816216.0
2011,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,109495938.0
2012,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,148881823.0
2013,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,134510633.0
2014,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,162519894.0
2015,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,129976342.0
2016,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,159055103.0
2017,тыс.тенге,по государственным предприятиям и организациям,Южно-Казахстанская,KZ10,157618965.0
2010,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,25621279.0
2011,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,22731933.0
2012,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,30319036.0
2013,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,27121531.0
2014,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,32302416.0
2015,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,24815611.0
2016,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,21074158.0
2017,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,51585022.0
2018,тыс.тенге,по государственным предприятиям и организациям,Павлодарская,KZ11,47150060.0
2010,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,17462545.0
2011,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,18788111.0
2012,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,28019290.0
2013,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,22593248.0
2014,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,20881816.0
2015,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,27155173.0
2016,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,27478383.0
2017,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,34299716.0
2018,тыс.тенге,по государственным предприятиям и организациям,Северо-Казахстанская,KZ16,97586449.0
2018,тыс.тенге,по государственным предприятиям и организациям,Туркестанская,KZ10,75517808.0
2010,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,40946358.0
2011,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,69019293.0
2012,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,76237365.0
2013,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,65491567.0
2014,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,53073232.0
2015,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,41241417.0
2016,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,52059145.0
2017,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,88904888.0
2018,тыс.тенге,по государственным предприятиям и организациям,Восточно-Казахстанская,KZ15,94234061.0
2010,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,205944085.0
2011,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,192182529.0
2012,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,193395093.0
2013,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,212481905.0
2014,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,236923971.0
2015,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,219770225.0
2016,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,198683876.0
2017,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,220265254.0
2018,тыс.тенге,по государственным предприятиям и организациям,г.Нур-Султан,KZ05,188312394.0
2010,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,133407670.0
2011,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,127619205.0
2012,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,128712886.0
2013,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,99830961.0
2014,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,152784102.0
2015,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,185766868.0
2016,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,130791479.0
2017,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,132603878.0
2018,тыс.тенге,по государственным предприятиям и организациям,г.Алматы,KZ02,159551922.0
2018,тыс.тенге,по государственным предприятиям и организациям,г.Шымкент,KZ18,53296083.0
2010,тыс.тенге,по предприятиям и организациям частной собственности,Республика Казахстан,,2239305596.0
2011,тыс.тенге,по предприятиям и организациям частной собственности,Республика Казахстан,,2640408294.0
2012,тыс.тенге,по предприятиям и организациям частной собственности,Республика Казахстан,,3162532809.0
2013,тыс.тенге,по предприятиям и организациям частной собственности,Республика Казахстан,,3957235239.0
