Year,Units,Регионы,GeoCode,Value
2010,тыс_гектаров,,,12317.8
2011,тыс_гектаров,,,12452.0
2012,тыс_гектаров,,,12548.6
2013,тыс_гектаров,,,12593.9
2014,тыс_гектаров,,,12627.0
2015,тыс_гектаров,,,12652.4
2016,тыс_гектаров,,,12706.8
2017,тыс_гектаров,,,12903.5
2018,тыс_гектаров,,,12933.1
2010,тыс_гектаров,Акмолинская,KZ03,373.7
2011,тыс_гектаров,Акмолинская,KZ03,378.6
2012,тыс_гектаров,Акмолинская,KZ03,378.0
2013,тыс_гектаров,Акмолинская,KZ03,379.3
2014,тыс_гектаров,Акмолинская,KZ03,379.4
2015,тыс_гектаров,Акмолинская,KZ03,380.3
2016,тыс_гектаров,Акмолинская,KZ03,382.1
2017,тыс_гектаров,Акмолинская,KZ03,382.1
2018,тыс_гектаров,Акмолинская,KZ03,383.8
2010,тыс_гектаров,Актюбинская,KZ04,47.3
2011,тыс_гектаров,Актюбинская,KZ04,47.2
2012,тыс_гектаров,Актюбинская,KZ04,47.9
2013,тыс_гектаров,Актюбинская,KZ04,49.8
2014,тыс_гектаров,Актюбинская,KZ04,50.3
2015,тыс_гектаров,Актюбинская,KZ04,51.6
2016,тыс_гектаров,Актюбинская,KZ04,51.7
2017,тыс_гектаров,Актюбинская,KZ04,51.9
2018,тыс_гектаров,Актюбинская,KZ04,52.5
2010,тыс_гектаров,Алматинская,KZ01,1797.6
2011,тыс_гектаров,Алматинская,KZ01,1850.9
2012,тыс_гектаров,Алматинская,KZ01,1851.7
2013,тыс_гектаров,Алматинская,KZ01,1854.4
2014,тыс_гектаров,Алматинская,KZ01,1856.2
2015,тыс_гектаров,Алматинская,KZ01,1870.6
2016,тыс_гектаров,Алматинская,KZ01,1882.3
2017,тыс_гектаров,Алматинская,KZ01,1928.7
2018,тыс_гектаров,Алматинская,KZ01,1949.5
2010,тыс_гектаров,Атырауская,KZ06,15.8
2011,тыс_гектаров,Атырауская,KZ06,15.8
2012,тыс_гектаров,Атырауская,KZ06,15.8
2013,тыс_гектаров,Атырауская,KZ06,16.4
2014,тыс_гектаров,Атырауская,KZ06,16.4
2015,тыс_гектаров,Атырауская,KZ06,16.5
2016,тыс_гектаров,Атырауская,KZ06,16.5
2017,тыс_гектаров,Атырауская,KZ06,16.6
2018,тыс_гектаров,Атырауская,KZ06,18.7
2010,тыс_гектаров,Западно-Казахстанская,KZ07,103.3
2011,тыс_гектаров,Западно-Казахстанская,KZ07,104.6
2012,тыс_гектаров,Западно-Казахстанская,KZ07,106.1
2013,тыс_гектаров,Западно-Казахстанская,KZ07,106.1
2014,тыс_гектаров,Западно-Казахстанская,KZ07,106.0
2015,тыс_гектаров,Западно-Казахстанская,KZ07,103.9
2016,тыс_гектаров,Западно-Казахстанская,KZ07,106.0
2017,тыс_гектаров,Западно-Казахстанская,KZ07,91.2
2018,тыс_гектаров,Западно-Казахстанская,KZ07,91.1
2010,тыс_гектаров,Жамбылская,KZ17,2213.6
2011,тыс_гектаров,Жамбылская,KZ17,2219.6
